selfies,smiles
[C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Ring1][#Branch1][N][C][C][C][Branch1][=N][N][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][Ring2][Ring1][=Branch1],C1[C@@H1](C(=O)[O-1])[C@@H1](N2CCC(NC(=O)C3=CN=CC=C3)CC2)C1
[N][C@@H1][Branch1][=N][C][=Branch1][C][=O][N][C][C][NH2+1][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][=N][C][Branch1][=Branch2][C][=N][NH1][N][=Ring1][Branch1][=O][C][Ring2][Ring1][#C],N1[C@@H1](C(=O)N2CC[NH2+1]CC2)CC1N(C)C3=CC=CC=C3CCNC=4C=N[NH1]N=4
[C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch2][Ring1][#Branch2][N][C][C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][Branch1][C],CC(=O)N(C)CNCCC=CC=CS=O
[C][=C][C][=C][Branch2][Ring2][Ring1][C][N][C][=Branch1][C][=O][C][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][=C][C][=Ring1][Branch1][C][C][C][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][O],C1=CC2=C(CNC(=O)CC3CCCN3C(=O)C=4OC=CC=4CCCC2=O)C1
[C][=C][C][O][C][=C][Branch2][Ring2][#Branch1][C][Branch2][Ring1][O][N][C][C][=C][Branch1][#Branch2][N][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][=O][C@@H1][Ring2][Ring1][#C][Ring2][Ring1][#C],C12=CCOC=C(C1NCC=C(N=C(C)ON)CCNC(=O)C3=CC=CC=C3C)O[C@@H1]2
[N][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][S][N][C@H1][C][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][Branch1][C][N][N][=C][Ring1][Branch2][C][C][Ring2][Ring1][C][=O],N1=CC=CC=C1C(N[C@H1]CCN(C(=O)C2=C(Cl)C=C(N)N=C2C)C)=O
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][C][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][C][Ring2][Ring1][C],C1=CC=CC=C1C(=O)N2[C@H1]CC[C@H1](C(=O)NC3=C(C)C=C(C)C=C3)CC2
[N][=C][Branch1][C][F][C][=C][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][N][C][C][C][N][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][=O][C][C][Ring1][#Branch2][=O][C][=C][Ring2][Ring1][Branch1],N1=C(F)C=C(CNC2CCN(C(C)(C)O)CC2)OC=C1
[C][Branch1][=Branch1][C][Branch1][C][C][=O][C][Branch2][Ring1][=Branch2][N][C@@H1][C][N][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][#C][=C][C][=C][Ring2][Ring1][=Branch1],C1(C(C)=O)C(N[C@@H1]CN(C(=O)C2=CC=NC=C2C)C=CC)=C1
[C][C@@H1][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N@@H1+1][Ring2][Ring1][Branch2][C][C][C][O][C],C[C@@H1](NC1=CC=CC=C1)OC2=CC=CC=C2C[C@H1](C3=CC=CC=C3)[N@@H1+1]CCCOC
[C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][C][C@@H1][Ring1][=N][C][=C][Branch1][Ring2][O][C][C][C][=C][C][=C][Ring2][Ring1][Ring2],CC1=C(N2C(=O)[C@@H1](NC(C)=O)CC[C@@H1]1C=COCC)C=CC=C2
[C][C][Branch1][S][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][C][Ring1][=Branch2][=O],CC1N(CC(=O)[O-1])CCC1=O
[C][=C][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][C][=Ring1][#Branch2][C][=C][Ring2][Ring1][C],C#CS(=O)(=O)N(C)C1=C(C=CC=N1)C
[C][=N][C][=C][N][Ring1][Branch1][C][=C][Branch2][Ring1][O][N][C][=N][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][C][=Ring1][Branch2][N][Ring1][=C][C][=Branch1][C][=O][C][C][N][C][C][O][C][C][Ring1][=Branch1][=O][C][=C][Ring2][Ring1][N],C1=NC=C2N1C=C(NC3=NC(C(N)=O)=CC3N2C(=O)CCN4C)COCC4=O
[N][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch1][N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=N][C][=Ring1][=N][N][Branch1][=N][C][C][C][N][C][C][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][C][Ring2][Ring1][=N],N1(C(=O)[O-1])CC(C(=O)N2CCOCC2)=NCN(CCCNCC3C(=O)CC)C3C1
[C][C][Branch1][S][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][=N][N][Branch1][C][C][C][=Ring1][=C][C][=Branch1][C][=O][N][Ring1][=C][C],CC(C1=CC([N+1](=O)[O-1])=CC=C1)=NN(C)CC(=O)NC
[C][C][=C][Branch2][Ring1][=N][C][N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=Branch1][C][=O][C][=Ring1][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][O-1][C][=C][Ring1][S][N][=Ring2][Ring1][Branch2],C=1C=C(CN(C([O-1])=O)C(=O)C=1C(=O)N(C)C=O)[O-1]
[O][=C][C][N][C][=Branch1][Ring2][=C][Ring1][Ring1][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][Ring1][O][C],O=CCN1C(=C12)C=C([N+1]([O-1])=O)C(C([O-1])=O)=C2C
[C][N][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C@H1][C][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C@H1][Ring1][#C][C][C][N][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][Ring2][Ring1][=C],C1N(C(=O)N[C@H1]CN(C(=O)C2=CC=C(C)C=C2)[C@H1]C)CN1C(=O)N3CCCCC3C
[C][C][=C][Branch1][C][C][C][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][Branch1][P][C][C][=N][N][Branch1][C][C][C][Branch1][Ring1][C][C][=N][Ring2][Ring1][Ring1][=C][Ring2][Ring1][=Branch1][C][Branch1][C][Cl][=C][Ring2][Ring1][N],C12C=C(C)C(C(=O)NCC(=O)N(CC=NN(C)C(CC)=N)C1CCl)=C2
[C][C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O],C1C[C@H1](C2=CC=CC=C2)C1=O
[C][N][N][=C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][N][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O][=O][C][=C][Ring1][#C][S][Ring2][Ring1][Ring1],CN1N=C(C2=CC=C(N(CC([O-1])=O)C[O-1])OOC)C2S1
[C][C][=Branch1][C][=O][N][C][C@@H1][Branch2][Ring1][#Branch1][C][Branch1][P][N][C][C][C][Branch1][=Branch1][N][=Branch1][C][=O][C][C][Ring1][=Branch2][=O][C][Ring2][Ring1][Ring1],C1C(=O)NC[C@@H1]C21NCCC(N(O)C)C2=O
[N][=C][Branch2][Ring1][#C][S][C][C][N][C][=Branch1][C][=O][C][=N][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch2][Ring1][Ring1][C@@H1][Branch1][#C][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Ring1][=Branch2][=O][=C][Ring2][Ring1][O][C],N=C(SCCNC(=O)C=NN(C(F)(F)F)C[C@@H1]N1CCC(C(=O)[O-1])CC1)OCC
[N][Branch1][C][C][C][Branch2][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][S],N(C)C(CN1C(=O)CC=C(C)NCC2=CC=CC=C2)C1
[C][N][Branch1][C][C][C][Branch1][C][C][=C][C][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][Branch1][=N][C][N][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][=N][C][=N][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][C][=C][Ring2][Ring1][N],C1N(C)C(C)=CCNC(=O)C(CNC2=CN(CC)N=C23)=NC=NC=C3C=C1
[O][=N+1][Branch1][C][O-1][C][=N][N][=C][C][Branch1][C][C][=C][N][Ring1][=Branch1][C][=C][Ring1][O][C],O=[N+1]([O-1])C=NN=CC(C)=CNC=CC
[C][C][=C][Branch1][C][C][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Ring2][Ring1][C][=O],C1C=C(C)N(C(=O)C2=CC=C(OC)C=C2)C1=O
[C][O][C][=N][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][Branch2],COC1=NC=C(C=C1O)CO
[C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1][C][N][Branch1][O][C][=Branch1][C][=O][C][C][O][C][C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1][=O],C1=C(NC(=O)C=2C=CN(C)N=2)C(=O)CCOCCC1=O
[N][N][=C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C@@H1][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Ring1][=Branch2][N][Branch1][C][C][N][=Ring1][#C][N][=Ring2][Ring1][Ring2],NN=C(C(=O)N[C@@H1]C[C@H1](C(=O)[O-1])C)N(C)N
[N][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][Branch1][C][C][N][Branch1][C][C][N][=Ring1][#Branch2][=O][N][C][Branch1][#Branch2][C][C][=C][N][=C][N][=C][Ring1][Branch1][=O],NCNC(=O)CC([N+1]([O-1])=O)=C(C)N(C)N
[C][N][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C@H1][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][Ring2][Ring1][#Branch1],CN(C1=CC=CN=C1)C(=O)C[C@H1](C(NCC2=CC=CC=C2)=O)CC
[C][C][Branch2][Ring1][Branch1][C][C][O][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][O][N][C][=Branch1][C][=O][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch2],C1C(CC=2ON=C(C3=CC=CC=C3)N=2)(O)CN(C4=CC=CC=C4)C1
[N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Branch1][C][=C][Ring1][#Branch1][S][C][=Branch1][C][=O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=N][O][Ring1][#Branch2][C][C@@H1][C][C@@H1][Branch1][C][O][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][#C],N(C(=O)C=CC(C=C)S1C(=O)C)(NC(C)=O)NO1
[C][C][=N][N][Branch2][Ring1][#Branch1][C@@H1][C][C][=Branch1][C][=O][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][=N][=O][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][C][C][C][C][O][C],C1C=NN([C@@H1]2CC(=O)N(C3=CC=C(F)C=C3)C2)OC(=O)N1CCCCOC
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Ring1][O][C][Branch2][Ring1][#Branch2][N][C@H1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=O][=N][C][=C][Ring2][Ring1][Branch1],C=1C2=CC=CC=C2C(=O)C=1C(N[C@H1][C@@H1](C(=O)[O-1])NC(=O)C3=CC=CC=C3)=O
[C][N][Branch2][Ring1][Branch1][C][C@H1][Branch1][=C][C][N][C][=C][C][=N][C][=N][Ring1][=Branch2][C][O][C@@H1][Ring1][#C][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][Ring2][Ring1][O],CN(C[C@H1]1CNC=CC=NC=N1)C=O
[C][=C][O][C][=Ring1][Branch1][C@H1][Branch1][S][N][C][Branch1][=Branch2][C][C][O][C][C][C][Ring1][=Branch1][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][=C][=Ring1][S],C=1=COC=1[C@H1](N2C(C3COCCC3)=O)CCC(=O)C2
[C][C][N][N][=C][Branch1][#Branch1][C@@H1][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C][N][=C][N][C][=Branch1][Branch1][=N][C][=Ring1][Branch1][C][=C][Ring2][Ring1][Branch1],C1CNN=C([C@@H1]1CNC)C=O
[O][=C][Branch1][N][C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][Ring1][=Branch2][N][N][C][=Branch1][C][=O][C@H1][C][C][C][N@H1+1][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],O=C(CC1=CC=CC([O-1])=O)C=C1NNC(=O)[C@H1]2CCC[N@H1+1]2CC3=CC=C(F)C=C3
[N][Branch1][=N],N
[S][C@@H1][Branch1][=C][C][C][C][N][Branch1][C][C][C][=N][C][=N][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=O],S[C@@H1](CCCN(C)C=NC1=NC=N)N1
[C][=C][C][N][Branch2][Ring1][#Branch1][C][Branch1][P][N][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][=O][C@@H1][Branch1][C][O][C][Ring1][P][=O][C][Ring2][Ring1][Ring2],C=CC1N(C(NC2=CC([N+1](=O)[O-1])=CC=C2)=O)COC1=O
[C][=Branch1][C][=O][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][N][N][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][C][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][=C][Ring1][O],C(=O)(NC(=O)C1NN=C(C=CC=C)S1C2=CC)C(C(=O)OCC)C=C2
[N][Branch2][Ring1][O][C@H1][C][=Branch1][C][=O][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][=C][Ring1][=Branch2][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][C][=N][N][Ring2][Ring1][#Branch1][C],N([C@H1]C(=O)N(C1=CC=C([N+1]([O-1])=O)C=C1)CCN)=O
[C][N][Branch1][=Branch2][C][=C][N][=C][N][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][C][Branch1][S][C][C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][=O][C][C][Ring2][Ring1][=C],CN(C1=CN=CN=C1)CC(=O)NCCC(CCNC(C2=CC=CC=C2)=O)=O
[C][Branch1][S][N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C@H1][Branch1][#Branch2][C][=Branch1][C][=O][O-1][C][N][Ring1][#C][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1],C1(NC=C(C=C1)CC[C@H1]C(=O)[O-1])C(C)=NN(C)C
[C][=C][C][=C][Branch2][Ring1][P][N][C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][C][=C][N][=C][Ring1][=Branch2][=N][Ring1][S][=O][C][=C][Ring2][Ring1][Branch2],C1=CC=C(NC(CC(=O)N[C@@H1](C2C(=O)N)CC=CN)=C2NOC)C1
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch2][Ring1][Branch1][C][Branch1][S][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Ring1][=Branch2][=O][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch2],O=C1C2=CC=CC3=C2C=NC=C(C(N4CCC(C(=O)N)CC4)=O)C3C=C1
[C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][Ring1][#Branch1][Branch1][C][C][N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=O],C1=CC(OC)=C(OC)C=C1
[C][C][O][C@H1][Branch1][C][O][C][N][Branch1][S][C][C][C][=N][N][Branch1][Ring1][C][C][N][=Ring1][#Branch1][C][C][C][C][C][Ring1][P],C1CO[C@H1](O)CN(CC=2C=NN(CC)N=2)CC1
[C][Branch1][#Branch2][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][#C][C][Branch1][O][C][S][C][=C][Branch1][C][Cl][C][=C][Ring1][=Branch1][=O][C][Ring1][=C][C][Ring2][Ring1][Branch1],C1(N[C@@H1](C)C=O)N2CCN(CCS3C=C(Cl)C=C3)OC2C1
[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Ring2][Ring1][Branch2],C1(C2=CC=CC=C2)=NN(CC3=CC=CC=C3)CCC(=O)N(C)C=C1
[C][=C][C][Branch2][Ring2][#Branch1][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C@H1][Branch1][=Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][=C][Branch1][C][C][C][=C][Ring2][Ring1][Ring2],C=CCCNC(=O)CNC(=O)CN[C@H1](C1=NC=CC=C1)CC=C(C)C=C
[C][=C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][Branch2][Ring1][Ring2][C][C][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Branch1][C][N][=O][=O][C][=C][Branch1][C][C][S][Ring2][Ring1][=Branch1],C#CC(=O)N(CC1C=NN(C)C(C)=C1CN)OOC=C(C)S
[C][=C][C][Branch1][=C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Ring1][O][C][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][=C][C][=C][Ring2][Ring1][=Branch1],C=C1C(NC(C2=CC=CC=C2)=N)=NCC=3C=NN(C)C=3CC=C1
[C][=C][Branch2][Ring2][#Branch1][C][N][C][O][C][=C][Branch2][Ring1][C][C][Branch1][=C][N][C][N][Branch1][Ring1][C][N][N][=C][C][=Ring1][#Branch1][=O][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][=O][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N],C=C(CNCOC=C(C(NC=1N(CN)N=CC=1O)C2)CC=C(C#N)C=C2O)CC=C
[N][=C][Branch2][Ring2][#Branch1][N][C][C@@H1][Branch2][Ring1][O][C][N][Branch2][Ring1][Ring2][N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring1][#Branch2][C][Ring1][#C][C][=Branch1][C][=O][C][C][Ring2][Ring1][Ring2][C][=C][C][=C][Ring2][Ring1][O],N1=CNC[C@@H1](CN1N=C(C(F)(F)F)C=CC=CC)C(=O)CC
[C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=N][N][=C][Ring1][Branch2][C][C][Ring1][=C][=N][C][Branch1][=C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=O],C(N1C(=O)NC2C(C(=O)[O-1])=NN=C2C)C1=NC(N(CC3=CC=CC=N3)C)=O
[C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C@@H1][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][Ring2][Ring1][Ring2],C(=O)CC=NN(C)CC(=O)NCCC[C@@H1]C(=O)N1CCC(C)CC1C
[C][=Branch1][C][=O][Branch2][Ring1][#Branch2][N][C][C@@H1][C][C][=C][S][C][=Ring1][Branch1][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C][C][N][C][=Branch1][C][=O][C][Ring1][=N][C],C(=O)(NC[C@@H1]C=1C2=CSC=1N(CC3=CC=CC=C3)CC2)CNC(=O)CC
[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][Ring1][#Branch2][=O],C(C1=CC=CC=C1)N(C)C(=O)N2C=CC(C(F)(F)F)=CC2=O
[C][Branch2][Ring1][#Branch1][N][C][C][C][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][N][=C][C][=C][Branch1][Branch2][N][N][Branch1][C][C][N][=Ring1][Branch1][C][=C][Ring1][#Branch2],C(N1CCC=C(C2CCCCC2)C1=CC=C3NN(C)N3)C=C
[C][=N][C][=C][C][Branch2][Ring1][=N][N][C][C@@H1][Branch1][#C][N][C][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][Branch2][C][Ring1][=C][=O][=C][Ring2][Ring1][Ring2],C=NC=CC1NC[C@@H1](NC2CC[C@H1](C(=O)N)C2)C1=O
[C][Branch2][Ring1][=C][C@H1][C][N][Branch1][#C][C][=Branch1][C][=O][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][=C][C][=C][C][=C][Ring2][Ring1][Branch1],C1[C@H1]2CN(C(=O)CNC3=CC=CC=C3)CC2=CC=CC=C1
[C][=Branch1][C][=O][N][Branch1][C][C][C][Branch2][Ring1][=Branch1][N][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][C][C][=C][Ring2][Ring1][C][C],C(=O)N(C)C(NC=1CN=C(C(C)=O)N(C)C=1CC)=CC
[C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][=Branch2][N][Branch1][Ring1][C][C][N][=Ring1][Branch2],C1=CC=CC(C(N)=O)=C1N(CC)N
[C][Branch2][Ring1][O][C][C][N][C][Branch2][Ring1][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=O][=C][C][=N][Ring1][P][O][C][C][=Branch1][C][=O][N],C1(CCNC(C2=CC=C(OC)C=C2OCC=N1)O)CC(=O)N
[O][Branch2][Ring1][=Branch1][N][C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][N][C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1],O(NC[C@H1](C1=CC=CC=C1)C=O)OCC2=NN(C)C=C2
[C][C][=N][C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][C][N][C][=C][C][Branch1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch2][C][=Ring1][#C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][NH1][Ring2][Ring1][O],C1C=NC(CNC(=O)CNC2=CC(C)=C(C(=O)N)C=C2C3C)(C=CC=C3)[NH1]1
[C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][C][N][Branch2][Ring1][O][C][Branch2][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][=O][C][Ring2][Ring1][Ring2],C1(C(=O)NCC2=CN=CC=C2)CCCN1C(C3C(=O)N(C4=CC=CC=C4C)C3=O)C
[C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Ring1][S][=O],C(N1CCCCC1)(=O)N(C2=CC=NC=C2)CO
[C][Branch1][Ring1][O][C][=C][C][=C][Branch2][Ring1][Branch2][N][Branch1][C][C][N][=C][Ring1][=Branch1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Branch1][=Branch1][C][=C][C][=C][Ring1][=Branch2][N][Branch1][C][C][C][Ring2][Ring1][Ring2][=O][C][=C][Ring2][Ring1][O],C(OC)=C1C2=C(N(C)N=C2[C@@H1](C(=O)N)CCC=CC=C)N(C)C1=O
[C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][Ring1][N],CC1N(C(C)=O)CN(C([O-1])=O)C=C1
[C][Branch1][#C][N][C][C][N][C][=N][N][=C][C][Branch1][C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][=C][Ring2][Ring1][Ring1],C(NCC1NC=NN=CC(C)=C)C2=CC=CC=C2N(C)C=C1
[N][Branch1][S][C][N][C][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][=O][C][Branch1][C][N][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Ring2],N(CNC(C1=CN=CC=C1)=O)(N)OC=CC(C(=O)[O-1])=C
[N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][=N][C][=C][Branch2][Ring1][Ring1][C][Branch1][#C][N][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][=O][C][=C][Ring2][Ring1][#Branch2][Ring1][S],N1(CC([O-1])=O)CC=NC=C(CNCC(=O)NC2CCCCC2)OC=C1
