smiles,selfies
CCc1nc2cc3c(cc2n1CC(N)=O)OCCO3,[C][C][C][=N][C][=C][C][=C][Branch1][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Branch1][C][N][=O][O][C][C][O][Ring1][=N]
O=C(NCCCO)c1cnc2sc3c(n2c1=O)CCCC3,[O][=C][Branch1][=Branch1][N][C][C][C][O][C][=C][N][=C][S][C][=C][Branch1][Branch2][N][Ring1][Branch1][C][Ring1][=Branch2][=O][C][C][C][C][Ring1][=Branch2]
Cc1sc2ncc(C(=O)NCCCc3nnc4ccccn34)c(=O)n2c1C,[C][C][S][C][=N][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][C][=Ring2][Ring1][=Branch2][C]
Cc1c([N+](=O)[O-])c(C(F)(F)F)nn1CC(=O)[O-],[C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][N][Ring1][N][C][C][=Branch1][C][=O][O-1]
O=C([O-])CCCc1nnc2ccccn12,[O][=C][Branch1][C][O-1][C][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1]
Nc1ccc2ncc3c(O)n[nH]c3c2c1,[N][C][=C][C][=C][N][=C][C][C][Branch1][C][O][=N][NH1][C][=Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][=C]
Cc1cc(C(F)(F)F)nn1CC(=O)N1CCc2c(c(-c3nncn3C)nn2C)C1,[C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][N][Ring1][=Branch2][C][C][=Branch1][C][=O][N][C][C][C][=C][Branch1][P][C][Branch1][=Branch2][C][=N][N][=C][N][Ring1][Branch1][C][=N][N][Ring1][O][C][C][Ring1][S]
CC[C@@]1(C(N)=O)CCCN(C(=O)c2cc(C)nn2C)C1,[C][C][C@@][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][C][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=N][N][Ring1][=Branch1][C][C][Ring2][Ring1][C]
O=C(Cn1cnc2ccsc2c1=O)Nc1ncn[nH]1,[O][=C][Branch1][S][C][N][C][=N][C][C][=C][S][C][=Ring1][Branch1][C][Ring1][=Branch2][=O][N][C][=N][C][=N][NH1][Ring1][Branch1]
Cc1ccccc1N1C(=O)C[C@@H](NNC(=O)c2cccnc2)C1=O,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@@H1][Branch1][#C][N][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Ring1][S][=O]
O[C@@H](OC[C@H]1Cc2ccccc2O1)[C@H]1Cc2ccccc2O1,[O][C@@H1][Branch1][S][O][C][C@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][C@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2]
C[NH+]1CCN(CCCNC(=O)Cn2nc(Cc3cccnc3)c3ccccc3c2=O)CC1,[C][NH1+1][C][C][N][Branch2][Ring2][Ring2][C][C][C][N][C][=Branch1][C][=O][C][N][N][=C][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][=O][C][C][Ring2][Ring1][#C]
COc1ccc(N2C(=O)CCC2=O)cc1[S@@+](=O)([OH2+])Nc1ccc2c(c1)OCCO2,[C][O][C][=C][C][=C][Branch1][N][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][=O][C][=C][Ring1][=N][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1]
CSCC[C@@H](NC(=O)CNC(=O)c1cnccn1)c1nnc2ccccn12,[C][S][C][C][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1]
CN(C)C(=O)c1cn(C2CN([S@@+](=O)([OH2+])Cc3ccccc3)C2)nn1,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][=Branch2][C][C][N][Branch1][P][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=C][N][=N][Ring2][Ring1][Ring1]
CCn1ccc(-c2nnc([S-])n2-c2cn(C)nc2C)n1,[C][C][N][C][=C][C][Branch2][Ring1][=Branch1][C][=N][N][=C][Branch1][C][S-1][N][Ring1][=Branch1][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][=N][Ring2][Ring1][C]
N/C(Cn1cnc2ccccc21)=N\O,[N][/C][Branch1][#C][C][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][=N][\O]
Cc1cc(C)cc(N2C(=O)CS[C@H]2c2ccc(Br)cc2)c1,[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][S][C@H1][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Ring2]
CC(C)N1C(=O)C2(CCCC2)[C@@H]1C(=O)N1CCc2ccccc21,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C@@H1][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2]
CC(C)c1n[nH]c(NC(=O)CCN2C(=O)c3cccnc3C2=O)n1,[C][C][Branch1][C][C][C][=N][NH1][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][=N][Ring2][Ring1][Branch1]
CC[S@@+](=O)([OH2+])n1cc2c(=O)n(C)c(=O)n(C)c2n1,[C][C][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=N][Ring1][=N]
Cn1nc(CCC(=O)N2CCCCC2)c2c1CCN(C(=O)CCn1cccn1)C2,[C][N][N][=C][Branch1][#C][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][C][N][C][=C][C][=N][Ring1][Branch1][C][Ring1][#C]
Cc1nc2nc(CC(=O)[O-])nn2c([O-])c1[N+](=O)[O-],[C][C][=N][C][=N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][=N][N][Ring1][=Branch2][C][Branch1][C][O-1][=C][Ring1][=C][N+1][=Branch1][C][=O][O-1]
Cn1ccnc1SCC(=O)Nc1nn(-c2ccccc2)nc1C(N)=O,[C][N][C][=C][N][=C][Ring1][Branch1][S][C][C][=Branch1][C][=O][N][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][C][Branch1][C][N][=O]
NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(=O)c2ccncc2F)nn1,[N][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][=Branch2][C][C@@H1][C][C@H1][Branch1][C][F][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][F][N][=N][Ring2][Ring1][Branch1]
C[NH+]1CCN(CCNC(=O)CCc2nnc3ccc(NCc4ccccc4)nn23)CC1,[C][NH1+1][C][C][N][Branch2][Ring2][Ring1][C][C][N][C][=Branch1][C][=O][C][C][C][=N][N][=C][C][=C][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Ring1][P][Ring1][=C][C][C][Ring2][Ring1][=C]
Cc1cc(C)n(CCNC(=O)c2nc(COc3ccccc3C(N)=O)no2)n1,[C][C][C][=C][Branch1][C][C][N][Branch2][Ring1][S][C][C][N][C][=Branch1][C][=O][C][=N][C][Branch1][S][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O][=N][O][Ring1][S][N][=Ring2][Ring1][O]
O=[N+]([O-])c1ncn(Cn2ccc(-c3nc4c5cn[nH]c5ncn4n3)n2)n1,[O][=N+1][Branch1][C][O-1][C][N][=C][N][Branch2][Ring1][=C][C][N][C][=C][C][Branch2][Ring1][Ring1][C][N][=C][C][C][=N][NH1][C][=Ring1][Branch1][N][=C][N][Ring1][=Branch2][N][=Ring1][N][=N][Ring1][P][N][=Ring2][Ring1][#Branch1]
COCn1cc(NC(=O)c2c(C(=O)[O-])cnn2C)cn1,[C][O][C][N][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C][C][=N][Ring1][P]
Cc1ccc2[nH]c3c(=O)n(CCC(=O)N4CCC(C(N)=O)CC4)cnc3c2c1,[C][C][=C][C][=C][NH1][C][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][=N][C][=Ring2][Ring1][Ring2][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O]
NC(=O)Cn1nc([N+](=O)[O-])nc1Oc1cccnc1,[N][C][=Branch1][C][=O][C][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][=C][Ring1][Branch2][O][C][=C][C][=C][N][=C][Ring1][=Branch1]
C/C(=N\NC(=O)c1ccccc1)C1=CC=CC1,[C][/C][=Branch1][#C][=N][\N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Ring1][Branch1]
N#C[C@@H]1C(N)=Nc2ncnn2[C@H]1c1cccnc1,[N][#C][C@@H1][C][Branch1][C][N][=N][C][=N][C][=N][N][Ring1][Branch1][C@H1][Ring1][#Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1]
Cc1c(Cl)c(C(=O)NCCCN2CCCC2=O)nn1C,[C][C][=C][Branch1][C][Cl][C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O][=N][N][Ring2][Ring1][C][C]
CC1=Nc2ncnn2[C@@H](c2ccoc2)/C1=C(/N)[O-],[C][C][=N][C][=N][C][=N][N][Ring1][Branch1][C@@H1][Branch1][Branch2][C][C][=C][O][C][=Ring1][Branch1][/C][Ring1][=C][=C][Branch1][C][/N][O-1]
Cc1cc(CN2CCn3c(C)nnc3[C@H]2C(=O)N2CCCC2)n(C)n1,[C][C][C][=C][Branch2][Ring1][=N][C][N][C][C][N][C][Branch1][C][C][=N][N][=C][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][N][Branch1][C][C][N][=Ring2][Ring1][Branch2]
Nc1cn(CC(=O)[O-])nc1C(F)(F)F,[N][C][=C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][=C][Ring1][=Branch2][C][Branch1][C][F][Branch1][C][F][F]
CCn1cc(NC(=O)c2nn(C)cc2Br)c(C(N)=O)n1,[C][C][N][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][Br][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring2][Ring1][C]
Cn1c(SCC(N)=O)nnc1-c1ccccn1,[C][N][C][Branch1][Branch2][S][C][C][Branch1][C][N][=O][=N][N][=C][Ring1][#Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1]
O=C1[C@H]2OC[C@H](O2)[C@@H]2[C@@H]1[C@H]1C=Cc3ccccc3N1[C@H]2C(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,[O][=C][C@H1][O][C][C@H1][Branch1][Ring2][O][Ring1][Branch1][C@@H1][C@@H1][Ring1][Branch2][C@H1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#Branch2][C@H1][Ring1][=N][C][=Branch1][C][=O][C@][C][C@H1][C][C@H1][Branch1][O][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2]
COc1ccc2c(c1OC)C(=O)N(c1nc[nH]n1)C2,[C][O][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][Branch1][Branch2][C][N][=C][NH1][N][=Ring1][Branch1][C][Ring1][=C]
CCn1cc([S@@+](=O)([OH2+])N2CC(n3cnnc3[C@@H]3CCCO3)C2)cn1,[C][C][N][C][=C][Branch2][Ring1][=C][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C][C][Branch1][#C][N][C][=N][N][=C][Ring1][Branch1][C@@H1][C][C][C][O][Ring1][Branch1][C][Ring1][=C][C][=N][Ring2][Ring1][=Branch1]
Cc1ccccc1Cn1cc(-c2ccncc2)cc1C(=O)NCC1CC1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Ring1]
Cn1cc(CNC(=O)c2c([N+](=O)[O-])cnn2C)cn1,[C][N][C][=C][Branch2][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C][C][=N][Ring2][Ring1][C]
Cc1csc2ncc(C(=O)NCc3cccnc3)c(=O)n12,[C][C][=C][S][C][=N][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][Ring2][Ring1][P]
CC[C@H](C)NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,[C][C][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C]
Cc1nc(-c2nn(-c3ccccc3)c(=O)n(CC(=O)[O-])c2=O)no1,[C][C][=N][C][Branch2][Ring1][#C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][Ring1][P][=O][=N][O][Ring2][Ring1][#Branch1]
O=C([O-])Cn1cc(C(=O)N2CCOCC2)cn1,[O][=C][Branch1][C][O-1][C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][=N][Ring1][=N]
NC(=O)CSc1nnc2c(=O)n(-c3ccccc3)ccn12,[N][C][=Branch1][C][=O][C][S][C][=N][N][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring1][S][Ring1][=N]
CC(=O)N1CCC(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)CC1,[C][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][C][C][=C][Branch2][Ring1][Ring1][C][Branch1][O][C][O][C][=C][N][=C][C][=N][Ring1][=Branch1][=N][N][Ring1][=N][C][C][Ring2][Ring1][C][C][C][Ring2][Ring1][#Branch2]
Cn1cc(NC(=O)c2c([N+](=O)[O-])cnn2C)c(C(N)=O)n1,[C][N][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring2][Ring1][Ring2]
O=C(c1ccncc1)N1CCN(C(=O)c2ccncc2)CC1,[O][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][=C]
CCOC(=O)N1CCN(C(=O)Cn2nc([N+](=O)[O-])cc2C)CC1,[C][C][O][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][Branch2][C][C][C][Ring2][Ring1][C]
Cc1ccc(Cn2ncc3ccc(C(=O)NCc4cccnc4)cc32)cc1,[C][C][=C][C][=C][Branch2][Ring1][S][C][N][N][=C][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][S][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch2]
Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2c(=O)n3ccccc3nc21,[C][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=Ring1][O][Ring2][Ring1][=Branch2]
[NH3+][C@H](Cc1c[nH]c2ccccc12)C(=O)[O-],[NH3+1][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O-1]
O=C1CCCC(=O)N1c1ccc(NCCOCCO)c([N+](=O)[O-])c1,[O][=C][C][C][C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][N][C][C][O][C][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][S]
CCOC(=O)c1cnc2ncnn2c1N,[C][C][O][C][=Branch1][C][=O][C][C][=N][C][=N][C][=N][N][Ring1][Branch1][C][=Ring1][=Branch2][N]
O=C([C@@H]1CCCN1C(=O)c1ccccc1)N1CCCCCC1,[O][=C][Branch2][Ring1][Ring2][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][C][Ring1][#Branch1]
Cc1nnc(N2CCN(C(=O)[C@H](C)Cl)CC2)c2nn(-c3ccccc3)c(C)c12,[C][C][=N][N][=C][Branch2][Ring1][Ring2][N][C][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C@H1][Branch1][C][C][Cl][C][C][Ring1][O][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][Ring2][Ring1][O][Ring1][N]
CCn1cc(C(=O)N2CC[C@@H](n3cc(COc4cnccn4)nn3)C2)cn1,[C][C][N][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][C][C@@H1][Branch2][Ring1][Ring2][N][C][=C][Branch1][O][C][O][C][=C][N][=C][C][=N][Ring1][=Branch1][N][=N][Ring1][=N][C][Ring2][Ring1][C][C][=N][Ring2][Ring1][=Branch2]
COCC(=O)N1CCS[C@@]12C(=O)N(Cc1ccccc1C)c1ccc(OC)cc12,[C][O][C][C][=Branch1][C][=O][N][C][C][S][C@@][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][Ring2][Ring1][Ring2]
Cn1ncc(NC(=O)c2ccn(C(F)F)n2)c1C(N)=O,[C][N][N][=C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][C][=C][N][Branch1][=Branch1][C][Branch1][C][F][F][N][=Ring1][Branch2][=C][Ring1][S][C][Branch1][C][N][=O]
Cc1c2cnn(-c3ccccc3)c(=O)c2c(C)n1CCCC(=O)NCCCN1CCCC1=O,[C][C][=C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][=N][=C][Branch1][C][C][N][Ring1][P][C][C][C][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O]
C[C@@H]1CCc2sc(NC(=O)c3ccc(Oc4ccccc4)cc3)nc2C1,[C][C@@H1][C][C][C][S][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][=N][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch2]
CCc1nn(CC(=O)[O-])c(=O)c2cc3occc3n12,[C][C][C][=N][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][C][=C][C][O][C][=C][C][=Ring1][Branch1][N][Ring1][P][Ring1][Branch2]
CCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,[C][C][N][C][=Branch1][C][=O][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C]
CNC(=O)[C@H]1C(=O)C[C@@](C)(O)[C@@H](C(=O)NC)[C@@H]1c1ccccc1,[C][N][C][=Branch1][C][=O][C@H1][C][=Branch1][C][=O][C][C@@][Branch1][C][C][Branch1][C][O][C@@H1][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C@@H1][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cn1nccc1C(=O)[N-]C(=S)NNC(=O)Cc1cccs1,[C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N-1][C][=Branch1][C][=S][N][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1]
C[C@H]1C(=O)N(C)Cc2c(CNC(=O)c3ccccn3)nnn21,[C][C@H1][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Branch1][#C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=N][Ring1][=Branch1][N][=N][N][Ring1][#C][Ring2][Ring1][Branch1]
COc1ccc([C@@H](C)NC(=O)Cc2c[nH]c3ncccc23)cc1OC,[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][C][=C][NH1][C][=N][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1][O][C]
C[C@@H](C(N)=O)n1cc(Cl)cn1,[C][C@@H1][Branch1][=Branch1][C][Branch1][C][N][=O][N][C][=C][Branch1][C][Cl][C][=N][Ring1][=Branch1]
NC(=[NH2+])Cc1cccnc1,[N][C][=Branch1][C][=NH2+1][C][C][=C][C][=C][N][=C][Ring1][=Branch1]
Cc1ccc(-c2ncc(C(=O)Nc3ccc(C)cc3C)c(C)n2)cc1,[C][C][=C][C][=C][Branch2][Ring1][P][C][=N][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2]
O=C([O-])Cn1cc(C(F)(F)F)ccc1=O,[O][=C][Branch1][C][O-1][C][N][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][Ring1][#Branch2][=O]
Cn1ncc(Cl)c1C(=O)NCCn1cc([N+](=O)[O-])cn1,[C][N][N][=C][C][Branch1][C][Cl][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][Branch2]
Cn1cnc(C(=O)N2CCC(CC3CC3)(C(N)=O)CC2)c1,[C][N][C][=N][C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=N][=C][Ring2][Ring1][Ring2]
O=C([O-])[C@H]1CC(=O)N(Cc2ccncc2)C1,[O][=C][Branch1][C][O-1][C@H1][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][=N]
Cc1cc(C(=O)N2CCCN3C(=O)CN(Cc4ccc(F)cc4)C(=O)[C@@H]3C2)n(C)n1,[C][C][C][=C][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C@@H1][Ring1][S][C][Ring2][Ring1][Branch1][N][Branch1][C][C][N][=Ring2][Ring1][=N]
Cn1c(=O)c2c(ncn2CCC(=O)NC[C@H]2CCCO2)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Branch1][N][=C][N][Ring1][Branch1][C][C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][O][Ring1][Branch1][N][Branch1][C][C][C][Ring2][Ring1][=Branch1][=O]
O=C1CC[C@@H]2C(=O)N(CC(=O)N3CCCCC3)C(=O)[C@@H]2C1,[O][=C][C][C][C@@H1][C][=Branch1][C][=O][N][Branch1][=C][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Ring1][S][C][Ring2][Ring1][Ring2]
Cc1noc(C)c1NC(=O)c1cnn(C)c1C(=O)Nc1c(C)noc1C,[C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][=N][O][C][=Ring1][=Branch1][C]
O=C(CCN1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1)N1CC(=O)N(CCc2ccccc2)C(=O)C1,[O][=C][Branch2][Ring1][=Branch2][C][C][N][C][=Branch1][C][=O][C@@H1][C@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][C@H1][C][=C][C@@H1][Ring1][Branch2][C][Ring1][Branch1][N][C][C][=Branch1][C][=O][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][S]
Cc1ncc(CO)c([C@@H]2CCCN(C(=O)Cn3cccn3)C2)n1,[C][C][=N][C][=C][Branch1][Ring1][C][O][C][Branch2][Ring1][#Branch1][C@@H1][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][N][C][=C][C][=N][Ring1][Branch1][C][Ring1][=C][=N][Ring2][Ring1][=Branch1]
CCn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)nn2C)c1C(N)=O,[C][C][N][N][=C][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][C][=N][N][Ring1][=Branch2][C][=C][Ring2][Ring1][C][C][Branch1][C][N][=O]
